# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 23 19:49:13 2017
#
# CONSTRAINT:  where (pl_radj not null
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj
1264,Kepler-1270,b,Transit,1,6.03356196,,,,,,0.296
1265,Kepler-1271,b,Transit,1,3.02559550,,,,,,0.132
1266,Kepler-1272,b,Transit,1,51.13097040,,,,,,0.211
1267,Kepler-1273,b,Transit,1,28.62565300,,,,,,0.222
1268,Kepler-1274,b,Transit,1,6.98152703,,,,,,0.127
1269,Kepler-1275,b,Transit,1,3.65691115,,,,,,0.132
1270,Kepler-1276,b,Transit,1,12.57200950,,,,,,0.106
1271,Kepler-1277,b,Transit,1,40.83650120,,,,,,0.143
1272,Kepler-1278,b,Transit,1,3.23941344,,,,,,0.090
1273,Kepler-1279,b,Transit,1,23.47741010,,,,,,0.156
1274,Kepler-128,b,Transit,2,15.09000000,,,,0.09700,Mass,0.101
1275,Kepler-128,c,Transit,2,22.80400000,,,,0.10500,Mass,0.101
1276,Kepler-1280,b,Transit,1,66.55790570,,,,,,0.167
1277,Kepler-1281,b,Transit,1,3.11602791,,,,,,0.146
1278,Kepler-1282,b,Transit,1,2.13194651,,,,,,0.138
1279,Kepler-1283,b,Transit,1,12.94609780,,,,,,0.170
1280,Kepler-1284,b,Transit,1,0.66407381,,,,,,0.108
1281,Kepler-1285,b,Transit,1,14.79674580,,,,,,0.087
1282,Kepler-1286,b,Transit,1,11.25402929,,,,,,0.192
1283,Kepler-1287,b,Transit,1,11.47685909,,,,,,0.137
1284,Kepler-1288,b,Transit,1,2.76122421,,,,,,0.100
1285,Kepler-1289,b,Transit,1,7.99019627,,,,,,0.136
1286,Kepler-129,b,Transit,2,15.79186000,0.131000,,,,,0.211
1287,Kepler-129,c,Transit,2,82.20017000,0.393000,,,,,0.227
1288,Kepler-1290,b,Transit,1,4.69500134,,,,,,0.127
1289,Kepler-1291,b,Transit,1,8.63043276,,,,,,0.148
1290,Kepler-1292,b,Transit,1,3.27646405,,,,,,0.162
1291,Kepler-1293,b,Transit,1,5.57654784,,,,,,0.087
1292,Kepler-1294,b,Transit,1,115.68622580,,,,,,0.285
1293,Kepler-1295,b,Transit,1,3.81371974,,,,,,0.138
1294,Kepler-1296,b,Transit,1,8.38398650,,,,,,0.081
1295,Kepler-1297,b,Transit,1,1.68189002,,,,,,0.087
1296,Kepler-1298,b,Transit,1,7.12811928,,,,,,0.117
1297,Kepler-1299,b,Transit,1,19.94008740,,,,,,0.266
1298,Kepler-130,b,Transit,3,8.45745800,0.079000,,,,,0.091
1299,Kepler-130,c,Transit,3,27.50868000,0.178000,0.000000,89.340,,,0.259
1300,Kepler-130,d,Transit,3,87.51790500,0.377000,,,,,0.146
1301,Kepler-1300,b,Transit,1,22.24190920,,,,,,0.122
1302,Kepler-1301,b,Transit,1,9.08237046,,,,,,0.125
1303,Kepler-1302,b,Transit,1,8.83922659,,,,,,0.128
1304,Kepler-1303,b,Transit,1,7.56127224,,,,,,0.127
1305,Kepler-1304,b,Transit,1,16.12888530,,,,,,0.204
1306,Kepler-1305,b,Transit,1,13.56309720,,,,,,0.168
1307,Kepler-1306,b,Transit,1,16.29595382,,,,,,0.170
1308,Kepler-1307,b,Transit,1,18.01621096,,,,,,0.220
1309,Kepler-1308,b,Transit,1,2.10433812,,,,,,0.046
1310,Kepler-1309,b,Transit,1,28.84326470,,,,,,0.211
1311,Kepler-131,b,Transit,2,16.09200000,,,,0.05100,Mass,0.215
1312,Kepler-131,c,Transit,2,25.51690000,,,,0.02600,Mass,0.075
1313,Kepler-1310,b,Transit,1,0.67933627,,,,,,0.128
1314,Kepler-1311,b,Transit,2,11.17269940,,,,,,0.111
1315,Kepler-1311,c,Transit,2,2.53573424,,,,,,0.109
1316,Kepler-1312,b,Transit,1,5.44832529,,,,,,0.187
1317,Kepler-1313,b,Transit,1,3.83309118,,,,,,0.157
1318,Kepler-1314,b,Transit,1,5.42474928,,,,,,0.456
1319,Kepler-1315,b,Transit,1,0.84338011,,,,,,0.123
1320,Kepler-1316,b,Transit,1,87.97321360,,,,,,0.316
1321,Kepler-1317,b,Transit,1,0.56887443,,,,,,0.139
1322,Kepler-1318,b,Transit,1,213.25766300,,,,,,0.277
1323,Kepler-1319,b,Transit,1,2.88676265,,,,,,0.120
1324,Kepler-132,b,Transit,4,6.17819600,0.067000,,,,,0.108
1325,Kepler-132,c,Transit,4,6.41491400,0.068000,,,,,0.114
1326,Kepler-132,d,Transit,4,18.01019900,0.136000,,,,,0.138
1327,Kepler-132,e,Transit,4,110.28693740,,,,,,0.105
1328,Kepler-1320,b,Transit,1,0.86838653,,,,,,0.152
1329,Kepler-1321,b,Transit,2,11.12830484,,,,,,0.439
1330,Kepler-1321,c,Transit,2,2.22649109,,,,,,0.214
1331,Kepler-1322,b,Transit,1,0.96286738,,,,,,0.144
1332,Kepler-1323,b,Transit,1,0.92990668,,,,,,0.136
1333,Kepler-1324,b,Transit,1,4.11584468,,,,,,0.135
1334,Kepler-1325,b,Transit,1,33.87868380,,,,,,0.255
1335,Kepler-1326,b,Transit,1,42.35142670,,,,,,0.373
1336,Kepler-1327,b,Transit,1,14.88801098,,,,,,0.161
1337,Kepler-1328,b,Transit,1,4.52158888,,,,,,0.087
1338,Kepler-1329,b,Transit,1,9.33646594,,,,,,0.194
1339,Kepler-133,b,Transit,2,8.12997600,0.083000,,,,,0.157
1340,Kepler-133,c,Transit,2,31.51758600,0.204000,,,,,0.253
1341,Kepler-1330,b,Transit,1,10.10769068,,,,,,0.147
1342,Kepler-1331,b,Transit,1,0.78916165,,,,,,0.094
1343,Kepler-1332,b,Transit,1,11.87456832,,,,,,0.122
1344,Kepler-1333,b,Transit,1,109.64718420,,,,,,0.251
1345,Kepler-1334,b,Transit,1,15.64591713,,,,,,0.204
1346,Kepler-1335,b,Transit,1,6.26406846,,,,,,0.129
1347,Kepler-1336,b,Transit,2,23.19868100,,,,,,0.177
1348,Kepler-1336,c,Transit,2,5.77721211,,,,,,0.153
1349,Kepler-1337,b,Transit,1,24.40025490,,,,,,0.215
1350,Kepler-1338,b,Transit,1,0.93511806,,,,,,0.082
1351,Kepler-1339,b,Transit,1,1.34155513,,,,,,0.063
1352,Kepler-134,b,Transit,2,5.31742900,0.060000,,,,,0.178
1353,Kepler-134,c,Transit,2,10.10578500,0.092000,,,,,0.112
1354,Kepler-1340,b,Transit,1,0.66502692,,,,,,0.138
1355,Kepler-1341,b,Transit,1,132.99683220,,,,,,0.267
1356,Kepler-1342,b,Transit,1,2.21571036,,,,,,0.148
1357,Kepler-1343,b,Transit,1,3.35183158,,,,,,0.172
1358,Kepler-1344,b,Transit,1,4.76830490,,,,,,0.164
1359,Kepler-1345,b,Transit,1,44.61695570,,,,,,0.211
1360,Kepler-1346,b,Transit,1,3.40165668,,,,,,0.141
1361,Kepler-1347,b,Transit,1,14.00947528,,,,,,0.092
1362,Kepler-1348,b,Transit,1,27.57227420,,,,,,0.173
1363,Kepler-1349,b,Transit,1,2.12823928,,,,,,0.062
1364,Kepler-135,b,Transit,2,6.00253000,0.067000,,,,,0.161
1365,Kepler-135,c,Transit,2,11.44870800,0.103000,,,,,0.103
1366,Kepler-1350,b,Transit,2,4.49686040,,,,,,0.225
1367,Kepler-1350,c,Transit,2,1.76678906,,,,,,0.154
1368,Kepler-1351,b,Transit,1,0.91614077,,,,,,0.058
1369,Kepler-1352,b,Transit,1,1.87788275,,,,,,0.079
1370,Kepler-1353,b,Transit,1,24.75439660,,,,,,0.161
1371,Kepler-1354,b,Transit,1,76.61337700,,,,,,0.265
1372,Kepler-1355,b,Transit,1,1.28958811,,,,,,0.130
1373,Kepler-1356,b,Transit,1,0.63400294,,,,,,0.136
1374,Kepler-1357,b,Transit,1,3.00913240,,,,,,0.114
1375,Kepler-1358,b,Transit,1,7.06317341,,,,,,0.100
1376,Kepler-1359,b,Transit,1,59.49709520,,,,,,0.252
1377,Kepler-136,b,Transit,2,11.57890000,0.106000,,,,,0.183
1378,Kepler-136,c,Transit,2,16.39923500,0.133000,,,,,0.178
1379,Kepler-1360,b,Transit,1,40.52864130,,,,,,0.303
1380,Kepler-1361,b,Transit,1,3.57554956,,,,,,0.077
1381,Kepler-1362,b,Transit,1,136.20562600,,,,,,0.232
1382,Kepler-1363,b,Transit,1,2.94194094,,,,,,0.112
1383,Kepler-1364,b,Transit,1,13.32196237,,,,,,0.192
1384,Kepler-1365,b,Transit,2,7.69993485,,,,,,0.082
1385,Kepler-1365,c,Transit,2,4.77468005,,,,,,0.071
1386,Kepler-1366,b,Transit,1,2.16457097,,,,,,0.128
1387,Kepler-1367,b,Transit,1,1.57409027,,,,,,0.082
1388,Kepler-1368,b,Transit,1,0.67564949,,,,,,0.147
1389,Kepler-1369,b,Transit,1,25.87314800,,,,,,0.240
1390,Kepler-137,b,Transit,2,8.43638700,0.077000,,,,,0.131
1391,Kepler-137,c,Transit,2,18.73575300,0.130000,,,,,0.168
1392,Kepler-1370,b,Transit,2,20.26416840,,,,,,0.164
1393,Kepler-1370,c,Transit,2,7.44142113,,,,,,0.113
1394,Kepler-1371,b,Transit,2,3.44620390,,,,,,0.065
1395,Kepler-1371,c,Transit,2,2.00541269,,,,,,0.057
1396,Kepler-1372,b,Transit,1,1.31155557,,,,,,0.113
1397,Kepler-1373,b,Transit,1,1.29123275,,,,,,0.103
1398,Kepler-1374,b,Transit,1,10.65276707,,,,,,0.204
1399,Kepler-1375,b,Transit,1,3.30041920,,,,,,0.155
1400,Kepler-1376,b,Transit,1,5.30880656,,,,,,0.094
1401,Kepler-1377,b,Transit,1,0.74092842,,,,,,0.112
1402,Kepler-1378,b,Transit,1,11.95398936,,,,,,0.196
1403,Kepler-1379,b,Transit,1,0.88184115,,,,,,0.116
1404,Kepler-138,b,Transit,3,10.31260000,,,,0.00021,Mass,0.047
1405,Kepler-138,c,Transit,3,13.78130000,,,,0.00620,Mass,0.107
1406,Kepler-138,d,Transit,3,23.08810000,,,,0.00201,Mass,0.108
1407,Kepler-1380,b,Transit,1,10.31082450,,,,,,0.128
1408,Kepler-1381,b,Transit,1,25.38426860,,,,,,0.201
1409,Kepler-1382,b,Transit,1,16.35830550,,,,,,0.168
1410,Kepler-1383,b,Transit,1,13.90935830,,,,,,0.126
1411,Kepler-1384,b,Transit,1,15.36262753,,,,,,0.173
1412,Kepler-1385,b,Transit,1,2.88879862,,,,,,0.076
1413,Kepler-1386,b,Transit,1,6.73972381,,,,,,0.111
1414,Kepler-1387,b,Transit,1,2.27952666,,,,,,0.083
1415,Kepler-1388,b,Transit,4,12.28546030,,,,,,0.231
1416,Kepler-1388,c,Transit,4,5.53608151,,,,,,0.202
1417,Kepler-1388,d,Transit,4,20.95681580,,,,,,0.255
1418,Kepler-1388,e,Transit,4,37.63270840,,,,,,0.219
1419,Kepler-1389,b,Transit,1,99.25309510,,,,,,0.158
1420,Kepler-139,b,Transit,2,15.77104400,0.127000,,,,,0.262
1421,Kepler-139,c,Transit,2,157.07287800,0.586000,,,,,0.302
1422,Kepler-1390,b,Transit,1,6.48021673,,,,,,0.105
1423,Kepler-1391,b,Transit,1,54.40923330,,,,,,0.150
1424,Kepler-1392,b,Transit,1,15.14103970,,,,,,0.175
1425,Kepler-1393,b,Transit,1,2.44357812,,,,,,0.071
1426,Kepler-1394,b,Transit,1,3.93766373,,,,,,0.124
1427,Kepler-1395,b,Transit,1,3.78470649,,,,,,0.071
1428,Kepler-1396,b,Transit,1,18.22064210,,,,,,0.185
1429,Kepler-1397,b,Transit,1,47.44995500,,,,,,0.153
1430,Kepler-1398,b,Transit,2,2.78815679,,,,,,0.080
1431,Kepler-1398,c,Transit,2,4.13827595,,,,,,0.092
1432,Kepler-1399,b,Transit,1,1.63865306,,,,,,0.112
1433,Kepler-14,b,Transit,1,6.79012300,,0.035000,90.000,8.40000,Mass,1.136
1434,Kepler-140,b,Transit,2,3.25427000,0.045000,,,,,0.144
1435,Kepler-140,c,Transit,2,91.35328200,0.414000,,,,,0.161
1436,Kepler-1400,b,Transit,1,9.06689421,,,,,,0.145
1437,Kepler-1401,b,Transit,1,11.20066445,,,,,,0.150
1438,Kepler-1402,b,Transit,1,2.03387914,,,,,,0.068
1439,Kepler-1403,b,Transit,1,5.19492202,,,,,,0.191
1440,Kepler-1404,b,Transit,1,15.93147390,,,,,,0.179
1441,Kepler-1405,b,Transit,1,28.22741840,,,,,,0.353
1442,Kepler-1406,b,Transit,1,11.62905828,,,,,,0.098
1443,Kepler-1407,b,Transit,1,20.07115040,,,,,,0.201
1444,Kepler-1408,b,Transit,1,2.99793191,,,,,,0.079
1445,Kepler-1409,b,Transit,1,0.76486493,,,,,,0.093
1446,Kepler-141,b,Transit,2,3.10767500,0.039000,,,,,0.062
1447,Kepler-141,c,Transit,2,7.01060600,0.067000,,,,,0.126
1448,Kepler-1410,b,Transit,1,60.86616800,,,,,,0.159
1449,Kepler-1411,b,Transit,1,86.11508880,,,,,,0.252
1450,Kepler-1412,b,Transit,1,3.61460510,,,,,,0.074
1451,Kepler-1413,b,Transit,1,13.18296420,,,,,,0.162
1452,Kepler-1414,b,Transit,1,3.51576315,,,,,,0.110
1453,Kepler-1415,b,Transit,1,0.63642408,,,,,,0.115
1454,Kepler-1416,b,Transit,1,1.49514952,,,,,,0.079
1455,Kepler-1417,b,Transit,1,20.35052130,,,,,,0.089
1456,Kepler-1418,b,Transit,1,22.47644250,,,,,,0.148
1457,Kepler-1419,b,Transit,1,42.52158950,,,,,,0.255
1458,Kepler-142,b,Transit,3,2.02415200,0.032000,,,,,0.178
1459,Kepler-142,c,Transit,3,4.76170200,0.057000,,,,,0.255
1460,Kepler-142,d,Transit,3,41.80911800,0.242000,,,,,0.193
1461,Kepler-1420,b,Transit,1,6.69960006,,,,,,0.114
1462,Kepler-1421,b,Transit,1,6.91311120,,,,,,0.083
1463,Kepler-1422,b,Transit,1,18.60519420,,,,,,0.180
1464,Kepler-1423,b,Transit,1,23.95537800,,,,,,0.095
1465,Kepler-1424,b,Transit,1,29.60917440,,,,,,0.103
1466,Kepler-1425,b,Transit,1,14.45413020,,,,,,0.084
1467,Kepler-1426,b,Transit,1,14.25632270,,,,,,0.139
1468,Kepler-1427,b,Transit,1,0.96897238,,,,,,0.098
1469,Kepler-1428,b,Transit,1,10.67607169,,,,,,0.146
1470,Kepler-1429,b,Transit,1,4.48487493,,,,,,0.115
1471,Kepler-143,b,Transit,2,16.00758300,0.127000,,,,,0.215
1472,Kepler-143,c,Transit,2,27.08251100,0.181000,,,,,0.301
1473,Kepler-1430,b,Transit,1,2.46050993,,,,,,0.105
1474,Kepler-1431,b,Transit,1,5.86601526,,,,,,0.131
1475,Kepler-1432,b,Transit,1,23.91090110,,,,,,0.198
1476,Kepler-1433,b,Transit,1,4.13592271,,,,,,0.139
1477,Kepler-1434,b,Transit,1,8.05333618,,,,,,0.099
1478,Kepler-1435,b,Transit,1,4.45343281,,,,,,0.077
1479,Kepler-1436,b,Transit,1,9.70571600,,,,,,0.117
1480,Kepler-1437,b,Transit,1,10.92954610,,,,,,0.122
1481,Kepler-1438,b,Transit,1,2.31942009,,,,,,0.084
1482,Kepler-1439,b,Transit,1,8.07392849,,,,,,0.130
1483,Kepler-144,b,Transit,2,5.88527300,0.066000,,,,,0.119
1484,Kepler-144,c,Transit,2,10.10466500,0.094000,,,,,0.120
1485,Kepler-1440,b,Transit,1,39.85948400,,,,,,0.112
1486,Kepler-1441,b,Transit,1,39.44198390,,,,,,0.117
1487,Kepler-1442,b,Transit,1,81.41629410,,,,,,0.351
1488,Kepler-1443,b,Transit,1,2.41811321,,,,,,0.087
1489,Kepler-1444,b,Transit,1,33.42035034,,,,,,0.194
1490,Kepler-1445,b,Transit,1,10.60052251,,,,,,0.086
1491,Kepler-1446,b,Transit,1,0.68996783,,,,,,0.073
1492,Kepler-1447,b,Transit,1,56.67472850,,,,,,0.259
1493,Kepler-1448,b,Transit,1,12.27065865,,,,,,0.144
1494,Kepler-1449,b,Transit,1,13.22745280,,,,,,0.150
1495,Kepler-145,b,Transit,2,22.95100000,,,,0.11700,Mass,0.236
1496,Kepler-145,c,Transit,2,42.88200000,,,,0.25000,Mass,0.385
1497,Kepler-1450,b,Transit,1,54.50941660,,,,,,0.153
1498,Kepler-1451,b,Transit,1,35.62223300,,,,,,0.299
1499,Kepler-1452,b,Transit,1,42.91375100,,,,,,0.241
1500,Kepler-1453,b,Transit,1,47.16116960,,,,,,0.238
1501,Kepler-1454,b,Transit,1,47.03194790,,,,,,0.168
1502,Kepler-1455,b,Transit,1,49.27676400,,,,,,0.193
1503,Kepler-1456,b,Transit,1,18.13738290,,,,,,0.102
1504,Kepler-1457,b,Transit,1,51.11102430,,,,,,0.178
1505,Kepler-1458,b,Transit,1,47.98727640,,,,,,0.246
1506,Kepler-1459,b,Transit,1,62.86916110,,,,,,0.121
1507,Kepler-146,b,Transit,2,31.15879900,0.200000,,,,,0.331
1508,Kepler-146,c,Transit,2,76.73217100,0.364000,,,,,0.279
1509,Kepler-1460,b,Transit,1,29.96332470,,,,,,0.175
1510,Kepler-1461,b,Transit,1,29.34947750,,,,,,0.181
1511,Kepler-1462,b,Transit,1,65.64883410,,,,,,0.341
1512,Kepler-1463,b,Transit,1,25.15864000,,,,,,0.166
1513,Kepler-1464,b,Transit,2,31.77859010,,,,,,0.148
1514,Kepler-1464,c,Transit,2,5.32786292,,,,,,0.089
1515,Kepler-1465,b,Transit,1,31.82771110,,,,,,0.158
1516,Kepler-1466,b,Transit,1,31.17504480,,,,,,0.138
1517,Kepler-1467,b,Transit,1,47.05690430,,,,,,0.294
1518,Kepler-1468,b,Transit,2,8.23984869,,,,,,0.154
1519,Kepler-1468,c,Transit,2,3.54553021,,,,,,0.103
1520,Kepler-1469,b,Transit,1,21.86353010,,,,,,0.250
1521,Kepler-147,b,Transit,2,12.61058400,0.113000,,,,,0.136
1522,Kepler-147,c,Transit,2,33.41642300,0.216000,,,,,0.217
1523,Kepler-1470,b,Transit,1,16.29509030,,,,,,0.095
1524,Kepler-1471,b,Transit,1,3.63899398,,,,,,0.126
1525,Kepler-1472,b,Transit,1,38.13128310,,,,,,0.170
1526,Kepler-1473,b,Transit,1,14.42735510,,,,,,0.106
1527,Kepler-1474,b,Transit,1,36.43334520,,,,,,0.193
1528,Kepler-1475,b,Transit,1,82.17737400,,,,,,0.261
1529,Kepler-1476,b,Transit,1,10.35863224,,,,,,0.149
1530,Kepler-1477,b,Transit,1,11.55530021,,,,,,0.105
1531,Kepler-1478,b,Transit,1,26.08405940,,,,,,0.154
1532,Kepler-1479,b,Transit,1,14.53261362,,,,,,0.163
1533,Kepler-148,b,Transit,3,1.72936600,0.028000,,,,,0.161
1534,Kepler-148,c,Transit,3,4.18004300,0.050000,,,,,0.321
1535,Kepler-148,d,Transit,3,51.84688575,,,,,,0.774
1536,Kepler-1480,b,Transit,1,22.12679948,,,,,,0.149
1537,Kepler-1481,b,Transit,1,5.94220998,,,,,,0.110
1538,Kepler-1482,b,Transit,1,12.25383217,,,,,,0.090
1539,Kepler-1483,b,Transit,1,9.50851560,,,,,,0.136
1540,Kepler-1484,b,Transit,1,30.45491360,,,,,,0.188
1541,Kepler-1485,b,Transit,1,19.91577250,,,,,,0.131
1542,Kepler-1486,b,Transit,1,54.64957590,,,,,,0.207
1543,Kepler-1487,b,Transit,1,7.31946363,,,,,,0.190
1544,Kepler-1488,b,Transit,1,39.81899320,,,,,,0.166
1545,Kepler-1489,b,Transit,1,82.29475100,,,,,,0.158
1546,Kepler-149,b,Transit,3,29.19894300,0.184000,,,,,0.376
1547,Kepler-149,c,Transit,3,55.32832800,0.281000,,,,,0.144
1548,Kepler-149,d,Transit,3,160.01803200,0.571000,,,,,0.353
1549,Kepler-1490,b,Transit,1,92.43629730,,,,,,0.271
1550,Kepler-1491,b,Transit,1,16.58617620,,,,,,0.135
1551,Kepler-1492,b,Transit,1,16.75255007,,,,,,0.133
1552,Kepler-1493,b,Transit,1,15.02179830,,,,,,0.126
1553,Kepler-1494,b,Transit,1,91.08048200,,,,,,0.274
1554,Kepler-1495,b,Transit,1,85.27325600,,,,,,0.262
1555,Kepler-1496,b,Transit,1,64.65880170,,,,,,0.198
1556,Kepler-1497,b,Transit,1,8.74199772,,,,,,0.148
1557,Kepler-1498,b,Transit,1,48.05140500,,,,,,0.119
1558,Kepler-1499,b,Transit,1,44.20080000,,,,,,0.106
1559,Kepler-15,b,Transit,1,4.94278200,0.057140,0.060000,87.440,0.66000,Mass,0.960
1560,Kepler-150,b,Transit,5,3.42805400,0.044000,,,,,0.112
1561,Kepler-150,c,Transit,5,7.38199800,0.073000,,,,,0.329
1562,Kepler-150,d,Transit,5,12.56093000,0.104000,,,,,0.249
1563,Kepler-150,e,Transit,5,30.82655700,0.189000,,,,,0.278
1564,Kepler-150,f,Transit,5,637.20930000,1.240000,,90.000,,,0.325
1565,Kepler-1500,b,Transit,1,15.03301050,,,,,,0.107
1566,Kepler-1501,b,Transit,1,14.55645330,,,,,,0.139
1567,Kepler-1502,b,Transit,1,41.70836290,,,,,,0.284
1568,Kepler-1503,b,Transit,1,96.16987000,,,,,,0.203
1569,Kepler-1504,b,Transit,1,82.30400300,,,,,,0.190
1570,Kepler-1505,b,Transit,1,30.86093660,,,,,,0.083
1571,Kepler-1506,b,Transit,1,14.03291540,,,,,,0.118
1572,Kepler-1507,b,Transit,1,16.05062130,,,,,,0.075
1573,Kepler-1508,b,Transit,1,20.70565040,,,,,,0.119
1574,Kepler-1509,b,Transit,1,25.43381970,,,,,,0.165
1575,Kepler-151,b,Transit,2,15.22895800,0.116000,,,,,0.273
1576,Kepler-151,c,Transit,2,24.67461200,0.160000,,,,,0.186
1577,Kepler-1510,b,Transit,1,84.70392100,,,,,,0.300
1578,Kepler-1511,b,Transit,1,23.23827920,,,,,,0.150
1579,Kepler-1512,b,Transit,1,20.35972599,,,,,,0.105
1580,Kepler-1513,b,Transit,1,160.88465087,,,,,,0.755
1581,Kepler-1514,b,Transit,1,217.83176260,,,,,,1.055
1582,Kepler-1515,b,Transit,1,214.31141640,,,,,,0.852
1583,Kepler-1516,b,Transit,1,7.25931979,,,,,,0.156
1584,Kepler-1517,b,Transit,1,5.54608367,,,,,,0.871
1585,Kepler-1518,b,Transit,1,5.11177904,,,,,,0.272
1586,Kepler-1519,b,Transit,1,240.79893970,,,,,,0.630
1587,Kepler-152,b,Transit,2,18.20797300,0.124000,,,,,0.249
1588,Kepler-152,c,Transit,2,88.25505500,0.356000,,,,,0.213
1589,Kepler-1520,b,Transit,1,0.65355357,,,,,,0.515
1590,Kepler-1521,b,Transit,1,47.14840805,,,,,,0.223
1591,Kepler-1522,b,Transit,1,1.84788917,,,,,,0.154
1592,Kepler-1523,b,Transit,1,0.93875077,,,,,,0.141
1593,Kepler-1524,b,Transit,1,70.96746030,,,,,,0.316
1594,Kepler-1525,b,Transit,1,2.41660118,,,,,,0.081
1595,Kepler-1526,b,Transit,1,3.90863200,,,,,,0.217
1596,Kepler-1527,b,Transit,1,160.12991800,,,,,,0.426
1597,Kepler-1528,b,Transit,1,1.79111021,,,,,,0.130
1598,Kepler-1529,b,Transit,1,5.33905686,,,,,,0.187
1599,Kepler-153,b,Transit,2,18.87022700,0.129000,,,,,0.261
1600,Kepler-153,c,Transit,2,46.90232000,0.237000,,,,,0.226
1601,Kepler-1530,b,Transit,2,2.59044340,,,,,,0.146
1602,Kepler-1530,c,Transit,2,5.32274060,,,,,,0.147
1603,Kepler-1531,b,Transit,1,1.13854338,,,,,,0.099
1604,Kepler-1532,b,Transit,1,1.09366356,,,,,,0.120
1605,Kepler-1533,b,Transit,1,308.54710000,,,,,,0.309
1606,Kepler-1534,b,Transit,1,5.71668872,,,,,,0.169
1607,Kepler-1535,b,Transit,1,138.94420000,,,,,,0.227
1608,Kepler-1536,b,Transit,1,364.75803100,,,,,,0.280
1609,Kepler-1537,b,Transit,1,1.44445380,,,,,,0.105
1610,Kepler-1538,b,Transit,1,175.13881900,,,,,,0.252
1611,Kepler-1539,b,Transit,1,133.30367410,,,,,,0.241
1612,Kepler-154,b,Transit,5,33.04053200,0.198000,,,,,0.202
1613,Kepler-154,c,Transit,5,62.30327600,0.303000,,,,,0.263
1614,Kepler-154,d,Transit,5,20.54981883,,,,,,0.343
1615,Kepler-154,e,Transit,5,3.93276465,,,,,,0.134
1616,Kepler-154,f,Transit,5,9.91935684,,,,,,0.134
1617,Kepler-1540,b,Transit,1,125.41311770,,,,,,0.222
1618,Kepler-1541,b,Transit,1,8.40691199,,,,,,0.103
1619,Kepler-1542,b,Transit,4,3.95116882,,,,,,0.068
1620,Kepler-1542,c,Transit,4,2.89223021,,,,,,0.058
1621,Kepler-1542,d,Transit,4,5.99273738,,,,,,0.078
1622,Kepler-1542,e,Transit,4,5.10115756,,,,,,0.068
1623,Kepler-1543,b,Transit,1,6.96710269,,,,,,0.242
1624,Kepler-1544,b,Transit,1,168.81117400,,,,,,0.159
1625,Kepler-1545,b,Transit,1,163.69234900,,,,,,0.241
1626,Kepler-1546,b,Transit,1,19.59749710,,,,,,0.279
1627,Kepler-1547,b,Transit,1,0.69297968,,,,,,0.080
1628,Kepler-1548,b,Transit,1,124.82867900,,,,,,0.236
1629,Kepler-1549,b,Transit,1,214.88654500,,,,,,0.229
1630,Kepler-155,b,Transit,2,5.93119400,0.056000,,,,,0.186
1631,Kepler-155,c,Transit,2,52.66179300,0.242000,,,,,0.200
1632,Kepler-1550,b,Transit,1,225.58280900,,,,,,0.269
1633,Kepler-1551,b,Transit,1,24.49736980,,,,,,0.237
1634,Kepler-1552,b,Transit,1,184.77185300,,,,,,0.220
1635,Kepler-1553,b,Transit,1,4.24261881,,,,,,0.103
1636,Kepler-1554,b,Transit,1,198.08877400,,,,,,0.259
1637,Kepler-1555,b,Transit,1,8.10501635,,,,,,0.144
1638,Kepler-1556,b,Transit,1,8.82713457,,,,,,0.175
1639,Kepler-1557,b,Transit,1,3.74032496,,,,,,0.136
1640,Kepler-1558,b,Transit,1,3.50470358,,,,,,0.061
1641,Kepler-1559,b,Transit,1,0.97191543,,,,,,0.064
1642,Kepler-156,b,Transit,2,4.97345600,0.054000,,,,,0.205
1643,Kepler-156,c,Transit,2,15.90680100,0.117000,,,,,0.227
1644,Kepler-1560,b,Transit,1,3.03195744,,,,,,0.079
1645,Kepler-1561,b,Transit,1,1.00520701,,,,,,0.097
1646,Kepler-1562,b,Transit,1,64.27377520,,,,,,0.317
1647,Kepler-1563,b,Transit,1,3.43276598,,,,,,0.067
1648,Kepler-1564,b,Transit,1,18.05403810,,,,,,0.131
1649,Kepler-1565,b,Transit,1,1.53818844,,,,,,0.106
1650,Kepler-1566,b,Transit,1,0.53991524,,,,,,0.070
1651,Kepler-1567,b,Transit,1,153.97957800,,,,,,0.244
1652,Kepler-1568,b,Transit,1,20.92539200,,,,,,0.116
